series|location|keywords|numpages|pages|booktitle|abstract|doi|url|address|publisher|isbn|year|title|author|type_publication|ID|articleno|month|journal|issn|number|volume|issue_date|note|edition|editor|Sourceid|SJR|SJR_Best_Quartile|H_index|Total_Docs_2020|Total_Docs_3years|Total_Refs|Total_Cites_3years|Citable_Docs_3years|Cites_Doc_2years|Ref_Doc|Country|Region|Coverage|Categories|Total_Cites|Journal_Impact_Factor|Eigenfactor_Score|id_title|id_issn
||Privacy, Standardization, Clinical data warehousing, Data modeling, Big data analytics, Decision supports||100238||A centralized clinical data repository is essential for inspecting patients’ medical history, disease analysis, population-wide disease research, treatment decision support, and improving existing healthcare policies and services. Bangladesh, a rapidly developing country, poses several unusual challenges for developing such a centralized clinical data repository as the existing Electronic Health Records (EHR) are stored in unconnected, heterogeneous sources with no unique patient identifier and consistency. Data integration with secure record linkage, privacy preservation, quality control, and data standardization are the main challenges for developing a consistent and interoperable centralized clinical data repository. Based on the findings from our previous researches, we have designed an anonymous National Clinical Data Warehouse (NCDW) framework to reinforce research and analysis. The architecture of NCDW is divided into five stages to overcome the challenges: (1) Wrapper-based anonymous data acquisition; (2) Data loading and staging; (3) Transformation, standardization, and uploading to the data warehouse; (4) Management and monitoring; (5) Data Mart design, OLAP server, data mining, and applications. A prototype of NCDW has been developed with a complete pipeline from data collection to analytics by integrating three data sources. The proposed NCDW model facilitates regional and national decision support, intelligent disease analysis, knowledge discovery, and data-driven research. We have inspected the analytical efficacy of the framework by qualitative evaluation of the national decision support from two derived disease data marts. The experimental result based on the analysis is satisfactory to extend the NCDW on a large scale.|https://doi.org/10.1016/j.smhl.2021.100238|https://www.sciencedirect.com/science/article/pii/S2352648321000544||||2022|A privacy-preserving National Clinical Data Warehouse: Architecture and analysis|Md Raihan Mia and Abu Sayed Md Latiful Hoque and Shahidul Islam Khan and Sheikh Iqbal Ahamed|article|MIA2022100238|||Smart Health|23526483||23|||||21100894507|0,410|Q2|9|28|74|1456|210|69|2,71|52,00|Netherlands|Western Europe|2018-2020|Information Systems (Q2); Computer Science Applications (Q3); Health Informatics (Q3); Health Information Management (Q3); Medicine (miscellaneous) (Q3)||||821087239|1897124289
||||102477||The recent development and diffusion of next-generation digital technologies (NGDTs) such as artificial intelligence, the Internet of Things, big data, 3D printing, and so on are expected to have an immense impact on businesses, innovation, and society. While we know from extant research that a firm's R&D investment, intangible assets, and productivity are factors that influence technology use more generally, to date there is little known about the factors that determine how these emerging tools are used, and by who. Using Probit and OLS modeling on a survey of 12,579 South Korean firms in 2017, we conduct one of the first comprehensive examinations highlighting various firm characteristics that drive NGDT implementation. While much of the literature assesses the use of individual technologies, our research attempts to unveil the extent to which firms implement NGDTs in bundles. Our investigation shows that more than half of the firms that use NGDTs deployed multiple technologies simultaneously. One of the insightful complementarities identified in this research exists amongst technologies that generate, facilitate and demand large sums of data, including big data, IoT, cloud computing and AI. Such technologies also appear important for innovative tools such as 3D printing and robotics.|https://doi.org/10.1016/j.technovation.2022.102477|https://www.sciencedirect.com/science/article/pii/S0166497222000244||||2022|What's driving the diffusion of next-generation digital technologies?|Jaehan Cho and Timothy DeStefano and Hanhin Kim and Inchul Kim and Jin Hyun Paik|article|CHO2022102477|||Technovation|01664972|||||||14726|2,300|Q1|130|53|102|5179|837|93|6,66|97,72|United Kingdom|Western Europe|1981-2020|Engineering (miscellaneous) (Q1); Management of Technology and Innovation (Q1)|8,486|6.606|0.00351|821489243|1912566877
ICISE 2021|Shanghai, China|Fault data detection, Pre-Processing, Big Data, Map-reduce, Classification using SVM|6|1–6|2021 the 6th International Conference on Information Systems Engineering|In many health care domains, big data has arrived. How to manage and use big data better has become the focus of all walks of life. Many data sources provide the repeated fault data—the repeated fault data forming the delay of processing time and storage capacity. Big data includes properties like volume, velocity, variety, variability, value, complexity, and performance put forward more challenges. Most healthcare domains face the problem of testing for structured and unstructured data validation in big data. It provides low-quality data and delays in response. In testing process is delay and not provide the correct response. In Proposed, pre-testing and post-testing are used for big data testing. In pre-testing, classify fault data from different data sources. After Classification to group big data using SVM algorithms such as Text, Image, Audio, and Video file. In post-testing, to implement the pre-processing, remove the zero file size, unrelated file extension, and de-duplication after pre-processing to implement the Map-reduce algorithm to find out the big data efficiently. This process reduces the pre-processing time, reduces the server energy, and increases the processing time. To remove the fault data before pre-processing means to increase the processing time and data storage.|10.1145/3503928.3503929|https://doi.org/10.1145/3503928.3503929|New York, NY, USA|Association for Computing Machinery|9781450385220|2022|Big Data: Finding Frequencies of Faulty Multimedia Data|Barzan Abdalla, Hemn and Mustafa, Nasser and Ihnaini, Baha|inproceedings|10.1145/3503928.3503929|||||||||||||||||||||||||||||821972351|42
||Analytics, Classification, Clustering, Decision, Diabetic, Healthcare||179-199|Big Data Analytics for Healthcare|Big data analytics and machine learning are the promising fields of the present time and playing important role in the healthcare sector. Big data analytical techniques help in analyzing a huge volume of data which may be in structured, semistructured, or unstructured form, and extract meaningful information for effective decision-making. Machine learning techniques help in performing predictions with the trained models on the input datasets and perform classification, clustering of data. In this chapter, the author has performed data analysis on diabetic patients dataset categorical in nature using big data analytical techniques, i.e., MapReduce, Apache Pig, Apache Hive, Apache Spark, and their architectures are discussed. Apart from big data analytics, machine learning techniques, i.e., K-Nearest Neighbor, Decision Trees, Bagged Trees, are implemented on the female diabetic patient dataset which is categorical and numerical for performing predictions based on the attributes like Age, Body Mass Index, Glucose, Blood Pressure, etc. The sensitivity achieved by the decision tree is 61.2% which is higher compared to KNN and bagged tree, whereas the Specificity achieved by the KNN is 89.2% which is higher than the other two algorithms.|https://doi.org/10.1016/B978-0-323-91907-4.00018-2|https://www.sciencedirect.com/science/article/pii/B9780323919074000182||Academic Press|978-0-323-91907-4|2022|Chapter 15 - Predictions on diabetic patient datasets using big data analytics and machine learning techniques|Pratiyush Guleria|incollection|GULERIA2022179||||||||||Pantea Keikhosrokiani|||||||||||||||||||823263923|42
SIGMOD '15|Melbourne, Victoria, Australia|data pipeline, big data, data visualization, data analysis|16|1925–1940|Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data|The field of data analysis seeks to extract value from data for either business or scientific benefit. This field has seen a renewed interest with the advent of big data technologies and a new organizational role called data scientist. Even with the new found focus, the task of analyzing large amounts of data is still challenging and time-consuming.The essence of data analysis involves setting up data pipe-lines which consists of several operations that are chained together - starting from data collection, data quality checks, data integration, data analysis and data visualization (including the setting up of interaction paths in that visualization).In our opinion, the challenges stem from from the technology diversity at each stage of the data pipeline as well as the lack of process around the analysis.In this paper we present a platform that aims to significantly reduce the time it takes to build data pipelines. The platform attempts to achieve this in following ways. Allow the user to describe the entire data pipeline with a single language and idioms - all the way from data ingestion to insight expression (via visualization and end-user interaction).Provide a rich library of parts that allow users to quickly assemble a data analysis pipeline in the language.Allow for a collaboration model that allows multiple users to work together on a data analysis pipeline as well as leverage and extend prior work with minimal effort.We studied the efficacy of the platform for a data hackathon competition conducted in our organization. The hackathon provided us with a way to study the impact of the approach. Rich data pipelines which traditionally took weeks to build were constructed and deployed in hours. Consequently, we believe that the complexity of designing and running the data analysis pipeline can be significantly reduced; leading to a marked improvement in the productivity of data analysts/data scientists.|10.1145/2723372.2742800|https://doi.org/10.1145/2723372.2742800|New York, NY, USA|Association for Computing Machinery|9781450327589|2015|ShareInsights: An Unified Approach to Full-Stack Data Processing|Deshpande, Mukund and Ray, Dhruva and Dixit, Sameer and Agasti, Avadhoot|inproceedings|10.1145/2723372.2742800|||||||||||||||||||||||||||||824295227|42
||Genetic algorithms;Machine learning;Oils;Optimization;Search problems;Big Data;Quality assessment;Operating envelope;Genetic algorithm;Penalty approach;Generalization||1506-1516|2019 IEEE International Conference on Big Data (Big Data)|Operating envelope is an important concept in industrial operations. Accurate identification for operating envelope can be extremely beneficial to stakeholders as it provides a set of operational parameters that optimizes some key performance indicators (KPI) such as product quality, operational safety, equipment efficiency, environmental impact, etc. Given the importance, data-driven approaches for computing the operating envelope are gaining popularity. These approaches typically use classifiers such as support vector machines, to set the operating envelope by learning the boundary in the operational parameter spaces between the manually assigned `large KPI' and `small KPI' groups. One challenge to these approaches is that the assignment to these groups is often ad-hoc and hence arbitrary. However, a bigger challenge with these approaches is that they don't take into account two key features that are needed to operationalize operating envelopes: (i) interpretability of the envelope by the operator and (ii) implementability of the envelope from a practical standpoint. In this work, we propose a new definition for operating envelope which directly targets the expected magnitude of KPI (i.e., no need to arbitrarily bin the data instances into groups) and accounts for the interpretability and the implementability. We then propose a regularized `GA +penalty' algorithm that outputs an envelope where the user can tradeoff between bias and variance. The validity of our proposed algorithm is demonstrated by two sets of simulation studies and an application to a real-world challenge in the mining processes of a flotation plant.|10.1109/BigData47090.2019.9005484|||||2019|Regularized Operating Envelope with Interpretability and Implementability Constraints|Wang, Qiyao and Wang, Haiyan and Gupta, Chetan and Serita, Susumu|inproceedings|9005484||Dec|||||||||||||||||||||||||||826697918|42
||Buildings Performance Database, Building performance, Big data, Building data collection, Data-driven decision support||85-93||Building energy data has been used for decades to understand energy flows in buildings and plan for future energy demand. Recent market, technology and policy drivers have resulted in widespread data collection by stakeholders across the buildings industry. Consolidation of independently collected and maintained datasets presents a cost-effective opportunity to build a database of unprecedented size. Applications of the data include peer group analysis to evaluate building performance, and data-driven algorithms that use empirical data to estimate energy savings associated with building retrofits. This paper discusses technical considerations in compiling such a database using the DOE Buildings Performance Database (BPD) as a case study. We gathered data on over 750,000 residential and commercial buildings. We describe the process and challenges of mapping and cleansing data from disparate sources. We analyze the distributions of buildings in the BPD relative to the Commercial Building Energy Consumption Survey (CBECS) and Residential Energy Consumption Survey (RECS), evaluating peer groups of buildings that are well or poorly represented, and discussing how differences in the distributions of the three datasets impact use-cases of the data. Finally, we discuss the usefulness and limitations of the current dataset and the outlook for increasing its size and applications.|https://doi.org/10.1016/j.apenergy.2014.11.042|https://www.sciencedirect.com/science/article/pii/S0306261914012112||||2015|Big-data for building energy performance: Lessons from assembling a very large national database of building energy use|Paul A. Mathew and Laurel N. Dunn and Michael D. Sohn and Andrea Mercado and Claudine Custudio and Travis Walter|article|MATHEW201585|||Applied Energy|03062619||140|||||28801|3,035|Q1|212|1729|5329|100144|56804|5304|10,59|57,92|United Kingdom|Western Europe|1975-2020|Building and Construction (Q1); Energy (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1)|122,712|9.746|0.15329|828630342|892883729
MK Series on Business Intelligence||metadata, master data, machine learning, algorithms, semantic libraries, data governance||219-240|Data Warehousing in the Age of Big Data|The goal of this chapter is to provide readers with data governance in the age of Big Data. We will discuss the goals of what managing data means with respect to the next generation of data warehousing and the role of metadata and master data in integrating Big Data into the data warehouse.|https://doi.org/10.1016/B978-0-12-405891-0.00011-8|https://www.sciencedirect.com/science/article/pii/B9780124058910000118|Boston|Morgan Kaufmann|978-0-12-405891-0|2013|Chapter 11 - Data-Driven Architecture for Big Data|Krish Krishnan|incollection|KRISHNAN2013219||||||||||Krish Krishnan|||||||||||||||||||828730064|42
|||2||||10.1145/2435221.2435222|https://doi.org/10.1145/2435221.2435222|New York, NY, USA|Association for Computing Machinery||2013|SPECIAL ISSUE ON ENTITY RESOLUTION Overview: The Criticality of Entity Resolution in Data and Information Quality|Talburt, John R.|article|10.1145/2435221.2435222|6|mar|J. Data and Information Quality|19361955|2|4|March 2013||||||||||||||||||||||828756327|833754770
||Causes of death data, Data linkages, Big data||37-40||The study of cause-specific mortality data is one of the main sources of information for public health monitoring. In most industrialized countries, when a death occurs, it is a legal requirement that a medical certificate based on the international form recommended by World Health Organization's (WHO) is filled in by a physician. The physician reports the causes of death that directly led or contributed to the death on the death certificate. The death certificate is then forwarded to a coding office, where each cause is coded, and one underlying cause is defined, using the rules of the International Classification of Diseases and Related Health Problems, now in its 10th Revision (ICD-10). Recently, a growing number of countries have adopted, or have decided to adopt, the coding software Iris, developed and maintained by an international consortium1. This whole standardized production process results in a high and constantly increasing international comparability of cause-specific mortality data. While these data could be used for international comparisons and benchmarking of global burden of diseases, quality of care and prevention policies, there are also many other ways and methods to explore their richness, especially when they are linked with other data sources. Some of these methods are potentially referring to the so-called “big data” field. These methods could be applied both to the production of the data, to the statistical processing of the data, and even more to process these data linked to other databases. In the present note, we depict the main domains in which this new field of methods could be applied. We focus specifically on the context of France, a 65 million inhabitants country with a centralized health data system. Finally we will insist on the importance of data quality, and the specific problematics related to death certification in the forensic medicine domain.|https://doi.org/10.1016/j.jflm.2016.12.004|https://www.sciencedirect.com/science/article/pii/S1752928X16301652||||2018|Causes of deaths data, linkages and big data perspectives|Grégoire Rey and Karim Bounebache and Claire Rondet|article|REY201837|||Journal of Forensic and Legal Medicine|1752928X||57||Thematic section: Big dataGuest editor: Thomas LefèvreThematic section: Health issues in police custodyGuest editors: Patrick Chariot and Steffen Heide|||5100154502|0,569|Q1|47|134|428|3921|668|407|1,57|29,26|United Kingdom|Western Europe|2007-2020|Law (Q1); Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2)|2,328|1.614|0.00305|829330684|1636581161
||Time series analysis;Temperature sensors;Mobile handsets;Temperature distribution;Databases;Data models;Machine Learning;Crowd Sensing;Big Data Analysis;Abnormal Data Detection Management;Clustering Method||185-188|2020 International Conference on Computer Information and Big Data Applications (CIBDA)|Recently, research on crowd sensing data quality management is a new subject area developed based on wireless sensor network related concepts. Crowd sensing data has also experienced many links in the process of network propagation, so it is inevitable that there are abnormal data in the database. Therefore, how to filter these unreliable data to get more real data is particularly important. This paper takes somatosensory temperature as an example, solves the problem of calculating the similarity of unequal long-term sequences by using DTW technology, and then clusters and compares the data in the database to find out the abnormal data. Thereby, the accuracy of the somatosensory temperature database is improved, and relevant users can obtain more accurate information. The experimental results show that when the minimum DTW value exceeds the threshold t = 0.7, the more the number of simulation sequences, the more stable the accuracy rate, and the faster the growth rate of the running time.|10.1109/CIBDA50819.2020.00049|||||2020|Quality Management of Crowd Sensing Data Based on Machine Learning|Bai, Zhongxian and Zhuo, Rongqing|inproceedings|9148148||April|||||||||||||||||||||||||||832577370|42
||Big Data, Data Mesh, Data Architectures, Data Lake||263-271||Inherent to the growing use of the most varied forms of software (e.g., social applications), there is the creation and storage of data that, due to its characteristics (volume, variety, and velocity), make the concept of Big Data emerge. Big Data Warehouses and Data Lakes are concepts already well established and implemented by several organizations, to serve their decision-making needs. After analyzing the various problems demonstrated by those monolithic architectures, it is possible to conclude about the need for a paradigm shift that will make organizations truly data-oriented. In this new paradigm, data is seen as the main concern of the organization, and the pipelining tools and the Data Lake itself are seen as a secondary concern. Thus, the Data Mesh consists in the implementation of an architecture where data is intentionally distributed among several Mesh nodes, in such a way that there is no chaos or data silos, since there are centralized governance strategies and the guarantee that the core principles are shared throughout the Mesh nodes. This paper presents the motivation for the appearance of the Data Mesh paradigm, its features, and approaches for its implementation.|https://doi.org/10.1016/j.procs.2021.12.013|https://www.sciencedirect.com/science/article/pii/S1877050921022365||||2022|Data Mesh: Concepts and Principles of a Paradigm Shift in Data Architectures|Inês Araújo Machado and Carlos Costa and Maribel Yasmina Santos|article|MACHADO2022263|||Procedia Computer Science|18770509||196||International Conference on ENTERprise Information Systems / ProjMAN - International Conference on Project MANagement / HCist - International Conference on Health and Social Care Information Systems and Technologies 2021|||19700182801|0,334|-|76|1907|6483|38511|13722|6359|2,09|20,19|Netherlands|Western Europe|2010-2020|Computer Science (miscellaneous)||||833465465|2108686752
||validation, Dependencies, dependency discovery, implication, graphs, certain fixes, satisfiability, error detection|12|||What are graph dependencies? What do we need them for? What new challenges do they introduce? This article tackles these questions. It aims to incite curiosity and interest in this emerging area of research.|10.1145/3310230|https://doi.org/10.1145/3310230|New York, NY, USA|Association for Computing Machinery||2019|Dependencies for Graphs: Challenges and Opportunities|Fan, Wenfei|article|10.1145/3310230|5|feb|J. Data and Information Quality|19361955|2|11|June 2019||||||||||||||||||||||834310773|833754770
ICCBDC '22|Birmingham, United Kingdom|Unstructured data, Applications, Analytics, Big Data, Management, Structured data, Accounting|5|37–41|Proceedings of the 2022 6th International Conference on Cloud and Big Data Computing|Generating value from big data is a task that requires models’ preparation and use of advanced technologies but which, above all, is based on the ability to extract, manage and analyse data. These processes’ effectiveness depends on the data's quality and their structured or unstructured nature. We are witnessing a growing number of applications based on unstructured data mining in the accounting and management fields. This research aims to demonstrating that despite the traditional association between accounting and quantitative analyses (expected to be based mainly on structured financial data). The findings show that several useful applications now rely on unstructured data in this field. A basic analysis of the cybersecurity risks is also presented, along with mitigating strategies to allow companies to comply with current regulations such as the GDPR. The result might appear surprising from the business perspective, but it is not from a data science perspective. In conclusion the growing number of unsctructured data business applications should orientate a better understanding of their potential and target better training of finance specialist on data processing skills.|10.1145/3555962.3555969|https://doi.org/10.1145/3555962.3555969|New York, NY, USA|Association for Computing Machinery|9781450396578|2022|Unstructured Over Structured, Big Data Analytics and Applications In Accounting and Management|Faccia, Alessio and Cavaliere, Luigi Pio Leonardo and Petratos, Pythagoras and Mosteanu, Narcisa Roxana|inproceedings|10.1145/3555962.3555969|||||||||||||||||||||||||||||838012065|42
||Data, Sampling, Variability, Inference, Uncertainty||20-24||What is the role of Statistics in the era of big data, or is Statistics still relevant? I will start this rather personal view with my answer. Statistics remains highly relevant irrespective of ‘bigness’ of data, its role remains what is has always been, but is even more important now. As a community, we need to improve our explanations and presentations to make more visible our relevance.|https://doi.org/10.1016/j.spl.2018.02.050|https://www.sciencedirect.com/science/article/pii/S0167715218300956||||2018|The role of Statistics in the era of big data: Crucial, critical and under-valued|E. Marian Scott|article|SCOTT201820|||Statistics & Probability Letters|01677152||136||The role of Statistics in the era of big data|||14794|0,576|Q2|66|241|862|4066|1014|860|1,17|16,87|Netherlands|Western Europe|1982-2021|Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)||||838896297|1688735168
||Mobile sensing network, High performance sensing, Big data perception, Node self-deployment, On-demand coverage, Mobile cellular learning automata||220-234||Mobile Sensing Networks have been widely applied to many fields for big data perception such as intelligent transportation, medical health and environment sensing. However, in some complex environments and unreachable regions of inconvenience for human, the establishment of the mobile sensing networks, the layout of the nodes and the control of the network topology to achieve high performance sensing of big data are increasingly becoming a main issue in the applications of the mobile sensing networks. To deal with this problem, we propose a novel on-demand coverage based self-deployment algorithm for big data perception based on mobile sensing networks in this paper. Firstly, by considering characteristics of mobile sensing nodes, we extend the cellular automata model and propose a new mobile cellular automata model for effectively characterizing the spatial–temporal evolutionary process of nodes. Secondly, based on the learning automata theory and the historical information of node movement, we further explore a new mobile cellular learning automata model, in which nodes can self-adaptively and intelligently decide the best direction of movement with low energy consumption. Finally, we propose a new optimization algorithm which can quickly solve the node self-adaptive deployment problem, thus, we derive the best deployment scheme of nodes in a short time. The extensive simulation results show that the proposed algorithm in this paper outperforms the existing algorithms by as much as 40% in terms of the degree of satisfaction of network coverage, the iterations of the algorithm, the average moving steps of nodes and the energy consumption of nodes. Hence, we believe that our work will make contributions to large-scale adaptive deployment and high performance sensing scenarios of the mobile sensing networks.|https://doi.org/10.1016/j.future.2018.01.007|https://www.sciencedirect.com/science/article/pii/S0167739X17313262||||2018|An on-demand coverage based self-deployment algorithm for big data perception in mobile sensing networks|Yaguang Lin and Xiaoming Wang and Fei Hao and Liang Wang and Lichen Zhang and Ruonan Zhao|article|LIN2018220|||Future Generation Computer Systems|0167739X||82|||||12264|1,262|Q1|119|798|1935|36054|16877|1868|9,11|45,18|Netherlands|Western Europe|1984-2021|Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Software (Q1)||||842905171|562237118
||Big data, Measurement, Implementation challenges, Analysis tools, Transit best practices||236-241||A group of researchers, consultants, software developers, and transit agencies convened in Santiago, Chile over 3 days as part of the Thredbo workshop titled “Harnessing Big Data”, to present their recent research and discuss the state of practice, state of the art, and future directions of big data in public transportation. This report documents their discussion. The key conclusion of the workshop is that, although much progress has been made in utilizing big data to improve transportation planning and operations, much remains to be done, both in terms of developing further analysis tools and use cases of big data, and of disseminating best practices so that they are adopted across the industry.|https://doi.org/10.1016/j.retrec.2016.10.008|https://www.sciencedirect.com/science/article/pii/S0739885916301494||||2016|Workshop 5 report: Harnessing big data|Gabriel E. Sánchez-Martínez and Marcela Munizaga|article|SANCHEZMARTINEZ2016236|||Research in Transportation Economics|07398859||59||Competition and Ownership in Land Passenger Transport (selected papers from the Thredbo 14 conference)|||4100151536|1,019|Q1|46|160|220|7437|694|205|2,79|46,48|United States|Northern America|1994, 1996, 1999, 2001, 2004-2020|Economics, Econometrics and Finance (miscellaneous) (Q1); Transportation (Q1)|2,095|2.627|0.00218|843564274|1377536709
WI-IAT '21|Melbourne, VIC, Australia|mobile crowdsensing, mobile sensing devices, crowdsourcing|8|54–61|IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology|The amount of gadgets connected to the internet has grown rapidly in the recent years. These human owned devices can potentially be used to gather sensor data without active involvement of their owners. One of the types of platforms that contribute to the utilisation of these devices are mobile crowdsensing systems. These systems can be used for different tasks including different types of community support. While these systems are quite widely used, yet little research has been done for integration of imagery data into them which require also human involvement. This paper considers a mobile crowdsensing system where gathering data from sensors is supported by crowdsourcing human intelligence for providing both textual and visual information. We also explore the best settings for such a system. Imagery processing is integrated into an already existing mobile crowdsensing platform CrowdS. The solution was evaluated both by a limited number of real life users and by conducting simulations. The simulations represent complex scenarios with multi-level variables. The results of simulation allow suggest an efficient configuration for the parameters and characteristics of the environment used in imagery integration.|10.1145/3498851.3498929|https://doi.org/10.1145/3498851.3498929|New York, NY, USA|Association for Computing Machinery|9781450391870|2022|Mobile Crowdsensing with Imagery Tasks|Dautaras, Justas and Matskin, Mihhail|inproceedings|10.1145/3498851.3498929|||||||||||||||||||||||||||||843814037|42
||Master data, master data management, MDM, Big Data, reference data management, RDM||1-16|Entity Information Life Cycle for Big Data|This chapter gives a definition of master data management (MDM) and describes how it generates value for organizations. It also provides an overview of Big Data and the challenges it brings to MDM.|https://doi.org/10.1016/B978-0-12-800537-8.00001-6|https://www.sciencedirect.com/science/article/pii/B9780128005378000016|Boston|Morgan Kaufmann|978-0-12-800537-8|2015|Chapter 1 - The Value Proposition for MDM and Big Data|John R. Talburt and Yinle Zhou|incollection|TALBURT20151||||||||||John R. Talburt and Yinle Zhou|||||||||||||||||||844234621|42
||High-speed railway, big data, train running status, monitoring, early warning||247-266|Safety Theory and Control Technology of High-Speed Train Operation|In the view of the whole system this chapter introduces the train state monitoring and early warning, which is based on big data and combines big data theory with human and signaling systems, comprehensively considering the coordination among the TCC, CBI, CTC, and other subsystems. We analyze the factors that can affect the train state of operation systematically, including the operation action of the signaling system and the operator, realizing the real-time and online monitoring and early warning of train running state then to ensure the safety of train operation.|https://doi.org/10.1016/B978-0-12-813304-0.00008-6|https://www.sciencedirect.com/science/article/pii/B9780128133040000086||Academic Press|978-0-12-813304-0|2018|Chapter 8 - Real-Time Monitoring and Early Warning of a Train’s Running State and Operation Behavior|Junfeng Wang|incollection|WANG2018247||||||||||Junfeng Wang|||||||||||||||||||845709342|42
|||14|2294–2307||Ubiquitous mobile devices with rich sensors and advanced communication capabilities have given rise to mobile crowdsensing systems. The diverse reliabilities of mobile users and the openness of sensing paradigms raise concerns for data trustworthiness, user privacy, and incentive provision. Instead of considering these issues as isolated modules in most existing researches, we comprehensively capture both conflict and inner-relationship among them. In this paper, we propose a holistic solution for trustworthy and privacy-aware mobile crowdsensing with no need of a trusted third party. Specifically, leveraging cryptographic technologies, we devise a series of protocols to enable benign users to request tasks, contribute their data, and earn rewards anonymously without any data linkability. Meanwhile, an anonymous trust/reputation model is seamlessly integrated into our scheme, which acts as reference for our fair incentive design, and provides evidence to detect malicious users who degrade the data trustworthiness. Particularly, we first propose the idea of limiting the number of issued pseudonyms which serves to efficiently tackle the anonymity abuse issue. Security analysis demonstrates that our proposed scheme achieves stronger security with resilience against possible collusion attacks. Extensive simulations are presented which demonstrate the efficiency and practicality of our scheme.|10.1109/TNET.2019.2944984|https://doi.org/10.1109/TNET.2019.2944984||IEEE Press||2019|Enabling Data Trustworthiness and User Privacy in Mobile Crowdsensing|Wu, Haiqin and Wang, Liangmin and Xue, Guoliang and Tang, Jian and Yang, Dejun|article|10.1109/TNET.2019.2944984||dec|IEEE/ACM Trans. Netw.|10636692|6|27|Dec. 2019||||27237|1,022|Q1|174|187|653|6994|3573|652|5,40|37,40|United States|Northern America|1993-2020|Computer Networks and Communications (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Software (Q1)||||846897570|1453185914
||||100279|||https://doi.org/10.1016/j.xinn.2022.100279|https://www.sciencedirect.com/science/article/pii/S2666675822000753||||2022|Geographic information science in the era of geospatial big data: A cyberspace perspective|Xintao Liu and Min Chen and Christophe Claramunt and Michael Batty and Mei-Po Kwan and Ahmad M. Senousi and Tao Cheng and Josef Strobl and Arzu Cöltekin and John Wilson and Temenoujka Bandrova and Milan Konecny and Paul M. Torrens and Fengyuan Zhang and Li He and Jinfeng Wang and Carlo Ratti and Olaf Kolditz and Alexander Klippel and Songnian Li and Hui Lin and Guonian Lü|article|LIU2022100279|||The Innovation|26666758|5|3|||||||||||||||||||||||847589024|1734043345
||Process modeling, Small data, Deep neural network, Embedding, Autoencoder||48-57||In the big data era, small data problems still exist in many industrial sectors. Taking the high-value process industries as an example, a large number of materials and processing methods are often tested at the design stage. However, only a small amount of data can be collected for each material-process combination, which poses a serious challenge to data-driven process modeling. There is a great necessity to integrate the small data measured in different tasks and build the process model by sharing the information. In this work, a deep embedding neural network is proposed to extract the qualitative task information for process modeling. Specifically, an autoencoder is used to learn embeddings which are combined with the quantitative process conditions as the inputs of a feed-forward neural network to produce the final predictions. The feasibility, including interpretability and prediction accuracy, of the developed method is illustrated with an extrusion process.|https://doi.org/10.1016/j.jprocont.2022.04.018|https://www.sciencedirect.com/science/article/pii/S0959152422000749||||2022|Process modeling by integrating quantitative and qualitative information using a deep embedding network and its application to an extrusion process|Haibin Wu and Yu-Han Lo and Le Zhou and Yuan Yao|article|WU202248|||Journal of Process Control|09591524||115|||||14414|1,102|Q1|114|136|413|5639|1820|408|4,39|41,46|United Kingdom|Western Europe|1991-2020|Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Modeling and Simulation (Q1)|7,446|3.666|0.00525|847808038|26970220
SIGMOD '16|San Francisco, California, USA|implication, satisfiability, functional dependencies, validation, graphs|15|1843–1857|Proceedings of the 2016 International Conference on Management of Data|We propose a class of functional dependencies for graphs, referred to as GFDs. GFDs capture both attribute-value dependencies and topological structures of entities, and subsume conditional functional dependencies (CFDs) as a special case. We show that the satisfiability and implication problems for GFDs are coNP-complete and NP-complete, respectively, no worse than their CFD counterparts. We also show that the validation problem for GFDs is coNP-complete. Despite the intractability, we develop parallel scalable algorithms for catching violations of GFDs in large-scale graphs. Using real-life and synthetic data, we experimentally verify that GFDs provide an effective approach to detecting inconsistencies in knowledge and social graphs.|10.1145/2882903.2915232|https://doi.org/10.1145/2882903.2915232|New York, NY, USA|Association for Computing Machinery|9781450335317|2016|Functional Dependencies for Graphs|Fan, Wenfei and Wu, Yinghui and Xu, Jingbo|inproceedings|10.1145/2882903.2915232|||||||||||||||||||||||||||||850768299|42
