series|location|keywords|numpages|pages|booktitle|abstract|doi|url|address|publisher|isbn|year|title|author|type_publication|ID|articleno|month|journal|issn|number|volume|issue_date|note|edition|editor|Sourceid|SJR|SJR_Best_Quartile|H_index|Total_Docs_2020|Total_Docs_3years|Total_Refs|Total_Cites_3years|Citable_Docs_3years|Cites_Doc_2years|Ref_Doc|Country|Region|Coverage|Categories|Total_Cites|Journal_Impact_Factor|Eigenfactor_Score|id_title|id_issn
ICSE '19|Montreal, Quebec, Canada|software analytics, DevOps, AIOps|2|4–5|Proceedings of the 41st International Conference on Software Engineering: Companion Proceedings|AIOps is about empowering software and service engineers (e.g., developers, program managers, support engineers, site reliability engineers) to efficiently and effectively build and operate online services and applications at scale with artificial intelligence (AI) and machine learning (ML) techniques. AIOps can help improve service quality and customer satisfaction, boost engineering productivity, and reduce operational cost. In this technical briefing, we first summarize the real-world challenges in building AIOps solutions based on our practice and experience in Microsoft. We then propose a roadmap of AIOps related research directions, and share a few successful AIOps solutions we have built for Microsoft service products.|10.1109/ICSE-Companion.2019.00023|https://doi.org/10.1109/ICSE-Companion.2019.00023||IEEE Press||2019|AIOps: Real-World Challenges and Research Innovations|Dang, Yingnong and Lin, Qingwei and Huang, Peng|inproceedings|10.1109/ICSE-Companion.2019.00023|||||||||||||||||||||||||||||533553740|42
ICAIIS 2021|Chongqing, China||5||2021 2nd International Conference on Artificial Intelligence and Information Systems|In the electric power spot market, input data quality is critical to an accurate and reliable clearing result. Missing and abnormal data will lead to the result that the clearing algorithm diverges or the results mismatch reality. This would seriously affect power system security and reduce the efficiency of the market. Therefore, to ensure a smooth convergence of the algorithm and reasonable results, this paper proposes a rule-based verification method for the input data in the power spot market. Data integrity and logical verification rules are established. During the verification process, information will be divided into different warning levels and displayed so that users can modify relevant data according to the actual situation.|10.1145/3469213.3470246|https://doi.org/10.1145/3469213.3470246|New York, NY, USA|Association for Computing Machinery|9781450390200|2021|Rule-Based Data Verification Method in Electricity Spot Market|Wu, Yang and Zou, Wentao and Liu, Shuangquan and Jiang, Yan and Shao, Qizhuan and Zhou, Han|inproceedings|10.1145/3469213.3470246|46||||||||||||||||||||||||||||534930201|42
||data provenance, accountability, Big data, privacy|8|||Providing a 360° view of a given data item especially for sensitive data is essential toward not only protecting the data and associated privacy but also assuring trust, compliance, and ethics of the systems that use or manage such data. With the advent of General Data Protection Regulation, California Data Privacy Law, and other such regulatory requirements, it is essential to support data transparency in all such dimensions. Moreover, data transparency should not violate privacy and security requirements. In this article, we put forward a vision for how data transparency would be achieved in a de-centralized fashion using blockchain technology.|10.1145/3312750|https://doi.org/10.1145/3312750|New York, NY, USA|Association for Computing Machinery||2019|Data Transparency with Blockchain and AI Ethics|Bertino, Elisa and Kundu, Ahish and Sura, Zehra|article|10.1145/3312750|16|aug|J. Data and Information Quality|19361955|4|11|December 2019||||||||||||||||||||||535520637|833754770
||Big data, Risk assessment, Risk analysis, Information security, Security standards||102155||Data is one of the most important assets for all types of companies, which have undoubtedly grown their quantity and the ways of exploiting them. Big Data appears in this context as a set of technologies that manage data to obtain information that supports decision-making. These systems were not conceived to be secure, resulting in significant risks that must be controlled. Security risks in Big Data must be analyzed and managed in an appropriate manner to protect the system and secure the information and the data being handled. This paper proposes a risk analysis approach for Big Data environments, which is based on a security analysis methodology called MARISMA (Methodology for the Analysis of Risks on Information System), supported by a technological environment in the cloud (eMARISMA tool) already used by numerous clients. Both MARISMA and eMARISMA are specifically designed to be easily adapted to particular contexts, such as Big Data. Our proposal, called MARISMA-BiDa, is based on the main related standards, such as ISO/IEC 27,000 and 31,000, or the NIST Big Data reference architecture or ENISA and CSA recommendations for Big Data.|https://doi.org/10.1016/j.cose.2020.102155|https://www.sciencedirect.com/science/article/pii/S0167404820304284||||2021|MARISMA-BiDa pattern: Integrated risk analysis for big data|David G. Rosado and Julio Moreno and Luis E. Sánchez and Antonio Santos-Olmo and Manuel A. Serrano and Eduardo Fernández-Medina|article|ROSADO2021102155|||Computers & Security|01674048||102|||||28898|0,861|Q1|92|321|559|17204|3843|550|6,75|53,60|United Kingdom|Western Europe|1982-2020|Computer Science (miscellaneous) (Q1); Law (Q1)||||535526219|1687137310
||Sensors;Quality control;Metadata;Meteorology;Interpolation;Quality assessment;Time series analysis;data quality;data stream processing;spatial-temporal data;quality control;interpolation||2636-2645|2016 IEEE International Conference on Big Data (Big Data)|There is a need for comprehensive solutions to address the challenges of spatio-temporal data quality assessment. Emphasis is often placed on the quality assessment of individual observations from sensors but not on the sensors themselves nor upon site metadata such as location and timestamps. The focus of this paper is on the development and evaluation of a representative and comprehensive, interpolation-based methodology for assessment of spatio-temporal data quality. We call our method the SMART method, short for Simple Mappings for the Approximation and Regression of Time series. When applied to a real-world, meteorological data set, we show that our method outperforms standard interpolators and we identify numerous problematic sites that otherwise would not have been flagged as bad. We further identify sites for which metadata is incorrect. We believe that there are many problems with real data sets like these and, in the absence of an approach like ours, these problems have largely gone unidentified. Our results bring into question the validity of provider-based quality control indicators. In addition to providing a comprehensive solution, our approach is novel for the simple but effective way that it accounts for spatial and temporal variation.|10.1109/BigData.2016.7840906|||||2016|The SMART approach to comprehensive quality assessment of site-based spatial-temporal data|Angryk, Rafal A. and Galarus, Douglas E.|inproceedings|7840906||Dec|||||||||||||||||||||||||||538109670|42
||Urban computing, location-based social networks, urban sensing, city dynamics, big data, urban societies, urban informatics|39|||Urban computing is an emerging area of investigation in which researchers study cities using digital data. Location-Based Social Networks (LBSNs) generate one specific type of digital data that offers unprecedented geographic and temporal resolutions. We discuss fundamental concepts of urban computing leveraging LBSN data and present a survey of recent urban computing studies that make use of LBSN data. We also point out the opportunities and challenges that those studies open.|10.1145/3301284|https://doi.org/10.1145/3301284|New York, NY, USA|Association for Computing Machinery||2019|Urban Computing Leveraging Location-Based Social Network Data: A Survey|Silva, Thiago H. and Viana, Aline Carneiro and Benevenuto, Fabr\'{\i}cio and Villas, Leandro and Salles, Juliana and Loureiro, Antonio and Quercia, Daniele|article|10.1145/3301284|17|feb|ACM Comput. Surv.|03600300|1|52|January 2020||||23038|2,079|Q1|163|112|365|15859|6978|365|19,16|141,60|United States|Northern America|1969-2020|Computer Science (miscellaneous) (Q1); Theoretical Computer Science (Q1)|10,790|10.282|0.01438|541037723|1517405264
||Big Data;Data integrity;Meteorology;Monitoring;Data mining;Organizations;Big Data;Big Data Quality;Data Quality;preprocessing;pre-processing||559-563|2019 International Conference on Machine Learning, Big Data, Cloud and Parallel Computing (COMITCon)|Big Data has become an imminent part of all industries and business sectors today. All organizations in any sector like energy, banking, retail, hardware, networking, etc all generate huge quantum of heterogenous data which if mined, processed and analyzed accurately can reveal immensely useful patterns for business heads to apply to generate and grow their businesses. Big Data helps in acquiring, processing and analyzing large amounts of heterogeneous data to derive valuable results. Quality of information is affected by size, speed and format in which data is generated. Hence, Quality of Big Data is of great relevance and importance. We propose addressing various aspects of the raw data to improve its quality in the pre-processing stage, as the raw data may not usable as-is. We are exploring process like Cleansing to fix as much data as feasible, Noise filters to remove bad data, as well sub-processes for Integration and Filtering along with Data Transformation/Normalization. We evaluate and profile the Big Data during acquisition stage, which is adapted to expectations to avoid cost overheads later while also improving and leading to accurate data analysis. Hence, it is imperative to improve Data quality even it is absorbed and utilized in an industry's Big Data system. In this paper, we propose a Pre-Processing Framework to address quality of data in a weather monitoring and forecasting application that also takes into account global warming parameters and raises alerts/notifications to warn users and scientists in advance.|10.1109/COMITCon.2019.8862267|||||2019|Big Data Quality Framework: Pre-Processing Data in Weather Monitoring Application|Juneja, Ashish and Das, Nripendra Narayan|inproceedings|8862267||Feb|||||||||||||||||||||||||||543231427|42
||Big Data, Industry 4.0, Big Data analytics, Big Data architecture, Bosch||750-760||People, devices, infrastructures and sensors can constantly communicate exchanging data and generating new data that trace many of these exchanges. This leads to vast volumes of data collected at ever increasing velocities and of different variety, a phenomenon currently known as Big Data. In particular, recent developments in Information and Communications Technologies are pushing the fourth industrial revolution, Industry 4.0, being data generated by several sources like machine controllers, sensors, manufacturing systems, among others. Joining volume, variety and velocity of data, with Industry 4.0, makes the opportunity to enhance sustainable innovation in the Factories of the Future. In this, the collection, integration, storage, processing and analysis of data is a key challenge, being Big Data systems needed to link all the entities and data needs of the factory. Thereby, this paper addresses this key challenge, proposing and implementing a Big Data Analytics architecture, using a multinational organisation (Bosch Car Multimedia – Braga) as a case study. In this work, all the data lifecycle, from collection to analysis, is handled, taking into consideration the different data processing speeds that can exist in the real environment of a factory (batch or stream).|https://doi.org/10.1016/j.ijinfomgt.2017.07.012|https://www.sciencedirect.com/science/article/pii/S0268401217306023||||2017|A Big Data system supporting Bosch Braga Industry 4.0 strategy|Maribel Yasmina Santos and Jorge {Oliveira e Sá} and Carina Andrade and Francisca {Vale Lima} and Eduarda Costa and Carlos Costa and Bruno Martinho and João Galvão|article|SANTOS2017750|||International Journal of Information Management|02684012|6|37|||||15631|2,770|Q1|114|224|382|20318|5853|373|16,16|90,71|United Kingdom|Western Europe|1970, 1986-2021|Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Marketing (Q1)|12,245|14.098|0.01167|545652517|747927863
ICIME 2017|Barcelona, Spain|data quality methodology, data quality dimensions, data quality problems, data quality management, Data quality|6|40–45|Proceedings of the 9th International Conference on Information Management and Engineering|Data quality (DQ) is an important issue for modern organizations, mainly for decision-making based on information, using solutions such as CRM, Business Analytics, and Big Data. In order to obtain quality data, it is necessary to implement methods, processes, and specific techniques that handle information as a product, with well established, controlled, and managed production processes. The literature provides several types of quality data management methodologies that treat structured data, and few treating semi- and non-structured data. Choosing the methodology to be adopted is one the major issues faced by organizations, when challenged to treat the data quality in a systematic manner. This paper makes a comparative analysis between TDQM -- Total Data Quality Management and TIQM -- Total Information Quality Management approaches, focusing on data quality problems in the context of a CRM -- Costumer Relationship Management application. Such analysis identifies the strengths and weaknesses of each methodology and suggests the most suitable for the CRM scenario.|10.1145/3149572.3149575|https://doi.org/10.1145/3149572.3149575|New York, NY, USA|Association for Computing Machinery|9781450353373|2017|Total Data Quality Management and Total Information Quality Management Applied to Costumer Relationship Management|Francisco, Maritza M. C. and Alves-Souza, Solange N. and Campos, Edit G. L. and De Souza, Luiz S.|inproceedings|10.1145/3149572.3149575|||||||||||||||||||||||||||||548848459|42
ICEGOV '18|Galway, Ireland|Transparency, Collaboration, Open government, E-Participation, Participation, Policy, E-government|8|191–198|Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance|This paper describes why and how a conceptual framework for e-participation and open government has been developed and applied to six aspirant EU countries in the Western Balkans. It provides a rationale and background, and then examines the main academic and other relevant sources used. This is followed by an overview of the conceptual framework and a description of its main elements. Finally, the paper examines international data on e-participation covering the Western Balkan countries, uses this to examine the results of applying the conceptual framework in each country, and then provides conclusions and recommendations.|10.1145/3209415.3209459|https://doi.org/10.1145/3209415.3209459|New York, NY, USA|Association for Computing Machinery|9781450354219|2018|A Roadmap for E-Participation and Open Government: Empirical Evidence from the Western Balkans|Millard, Jeremy and Thomasen, Louise and Pastrovic, Goran and Cvetkovic, Bojan|inproceedings|10.1145/3209415.3209459|||||||||||||||||||||||||||||550467459|42
https://doi.org/10.1016/j.medine.2018.06.006|https://www.sciencedirect.com/science/article/pii/S217357271930013X||||2019|Big data and machine learning in critical care: Opportunities for collaborative research|A. {Núñez Reiz}|article|NUNEZREIZ201952|||Medicina Intensiva (English Edition)|21735727|1|43||||||||||||||||||||||||||||||551723239|42
||Edge analytics, Edge computing, Edge devices, Big data, Sensor, Artificial intelligence, Machine learning, Smart technology, Healthcare||||Edge technology aims to bring cloud resources (specifically, the computation, storage, and network) to the closed proximity of the edge devices, i.e., smart devices where the data are produced and consumed. Embedding computing and application in edge devices lead to emerging of two new concepts in edge technology: edge computing and edge analytics. Edge analytics uses some techniques or algorithms to analyse the data generated by the edge devices. With the emerging of edge analytics, the edge devices have become a complete set. Currently, edge analytics is unable to provide full support to the analytic techniques. The edge devices cannot execute advanced and sophisticated analytic algorithms following various constraints such as limited power supply, small memory size, limited resources, etc. This article aims to provide a detailed discussion on edge analytics. The key contributions of the paper are as follows-a clear explanation to distinguish between the three concepts of edge technology: edge devices, edge computing, and edge analytics, along with their issues. In addition, the article discusses the implementation of edge analytics to solve many problems and applications in various areas such as retail, agriculture, industry, and healthcare. Moreover, the research papers of the state-of-the-art edge analytics are rigorously reviewed in this article to explore the existing issues, emerging challenges, research opportunities and their directions, and applications.|https://doi.org/10.1016/j.dcan.2022.10.016|https://www.sciencedirect.com/science/article/pii/S2352864822002255||||2022|A review on edge analytics: Issues, challenges, opportunities, promises, future directions, and applications|Sabuzima Nayak and Ripon Patgiri and Lilapati Waikhom and Arif Ahmed|article|NAYAK2022|||Digital Communications and Networks|23528648|||||||21100823476|1,082|Q1|26|77|105|3226|881|96|8,81|41,90|China|Asiatic Region|2015-2020|Communication (Q1); Computer Networks and Communications (Q1); Hardware and Architecture (Q1)|823|6.797|0.00138|556311465|493706778
||Big data analytics, organisational readiness, organisational capabilities, frameworks, business analytics, thematic analysis||3-10||Despite some of the initial hype from marketers and consultants, the use of big data is now firmly established in many organisations worldwide. Big data analytics (BDA) is making use of huge volumes of data from a wide range of structured and unstructured sources. Surveys have however reported a number of barriers to organisational effectiveness with BDA. This research aims to determine what capabilities large organisations require to be ready for a successful BDA initiative. Drawing mainly on relevant results of two published research articles, key informed stakeholders from a large South African telecommunications company were interviewed on this topic. Thematic analysis identified the key themes and sub-themes relating to capabilities needed for the organization to be ready for effective BDA. These proved to be very similar to those given in the earlier research, although a new capability of legal compliance for data protection was now added.|https://doi.org/10.1016/j.procs.2019.12.147|https://www.sciencedirect.com/science/article/pii/S1877050919321866||||2019|Capabilities and Readiness for Big Data Analytics|Jenifer Pedro and Irwin Brown and Mike Hart|article|PEDRO20193|||Procedia Computer Science|18770509||164||CENTERIS 2019 - International Conference on ENTERprise Information Systems / ProjMAN 2019 - International Conference on Project MANagement / HCist 2019 - International Conference on Health and Social Care Information Systems and Technologies, CENTERIS/ProjMAN/HCist 2019|||19700182801|0,334|-|76|1907|6483|38511|13722|6359|2,09|20,19|Netherlands|Western Europe|2010-2020|Computer Science (miscellaneous)||||556602562|2108686752
||Quality management, process management, data quality management, data governance, costs of poor quality, big data, digital transformation, data privacy, data monetization||3-30|Meeting the Challenges of Data Quality Management|This chapter analyzes the role of data quality management in response to the rapid evolution of data in our world. It discusses the impact of poor-quality data on organizations, focusing on the costs and risks associated with poorly managed data. In many organizations, poor-quality data is tolerated to a degree that poor-quality products would not be. Data quality management reduces the costs and risks of poor-quality data and enables the benefits and opportunities of high-quality data, especially in an age of big data, digital transformation, and artificial intelligence.|https://doi.org/10.1016/B978-0-12-821737-5.00001-8|https://www.sciencedirect.com/science/article/pii/B9780128217375000018||Academic Press|978-0-12-821737-5|2022|Chapter 1 - The Importance of Data Quality Management|Laura Sebastian-Coleman|incollection|SEBASTIANCOLEMAN20223||||||||||Laura Sebastian-Coleman|||||||||||||||||||557509424|42
||Real-time analytics, Complex event processing, Streaming, Event processing, Advanced analytics, Data analysis, Machine learning, Finance, EventSwarm||39-61|Big Data|Real-time analytics is a special kind of Big Data analytics in which data elements are required to be processed and analyzed as they arrive in real time. It is important in situations where real-time processing and analysis can deliver important insights and yield business value. This chapter provides an overview of current processing and analytics platforms needed to support such analysis, as well as analytics techniques that can be applied in such environments. The chapter looks beyond traditional event processing system technology to consider a broader big data context that involves “data at rest” platforms and solutions. The chapter includes a case study showing the use of EventSwarm complex event processing engine for a class of analytics problems in finance. The chapter concludes with several research challenges, such as the need for new approaches and algorithms required to support real-time data filtering, data exploration, statistical data analysis, and machine learning.|https://doi.org/10.1016/B978-0-12-805394-2.00002-7|https://www.sciencedirect.com/science/article/pii/B9780128053942000027||Morgan Kaufmann|978-0-12-805394-2|2016|Chapter 2 - Real-Time Analytics|Z. Milosevic and W. Chen and A. Berry and F.A. Rabhi|incollection|MILOSEVIC201639||||||||||Rajkumar Buyya and Rodrigo N. Calheiros and Amir Vahid Dastjerdi|||||||||||||||||||557818947|42
CIKM '20|Virtual Event, Ireland|formal methods, big data analytics, processing mining, machine learning, deep learning, text mining, process calculi|2|3531–3532|Proceedings of the 29th ACM International Conference on Information &amp; Knowledge Management|DataMod 2020 aims to bring together practitioners and researchers from academia, industry and research institutions interested in the combined application of computational modelling methods with data-driven techniques from the areas of knowledge management, data mining and machine learning. Modelling methodologies of interest include automata, agents, Petri nets, process algebras and rewriting systems. Application domains include social systems, ecology, biology, medicine, smart cities, governance, security, education, software engineering, and any other field that deals with complex systems and large amounts of data. Papers can present research results in any of the themes of interest for the symposium as well as application experiences, tools and promising preliminary ideas. Papers dealing with synergistic approaches that integrate modelling and knowledge management/discovery or that exploit knowledge management/discovery to develop/syntesise system models are especially welcome.|10.1145/3340531.3414073|https://doi.org/10.1145/3340531.3414073|New York, NY, USA|Association for Computing Machinery|9781450368599|2020|"\"DataMod2020: 9th International Symposium \"\"From Data to Models and Back\"\"\""|Bowles, Juliana and Broccia, Giovanna and Nanni, Mirco|inproceedings|10.1145/3340531.3414073|||||||||||||||||||||||||||||558758885|42
||Industries;Machine learning algorithms;Data integrity;Clustering algorithms;Medical services;Big Data;Tools;Big Data;Data Quality;Data Inaccuracy;Data incompleteness;Machine Learning||58-66|2020 3rd International Conference on Emerging Trends in Electrical, Electronic and Communications Engineering (ELECOM)|Tackling Data Quality issues as part of Big Data can be challenging. For data cleansing activities, manual methods are not efficient due to the potentially very large amount of data.. This paper aims to qualitatively assess the possibilities for using machine learning in the process of detecting data incompleteness and inaccuracy, since these two data quality dimensions were found to be the most significant by a previous research study conducted by the authors. A review of existing literature concludes that there is no unique machine learning algorithm most suitable to deal with both incompleteness and inaccuracy of data. Various algorithms are selected from existing studies and applied against a representative big (healthcare) dataset. Following experiments, it was also discovered that the implementation of machine learning algorithms in this context encounters several challenges for Big Data quality activities. These challenges are related to the amount of data particualar machine learning algorithms can scale to and also to certain data type restrictions imposed by some machine learning algorithms. The study concludes that 1) data imputation works better with linear regression models, 2) clustering models are more efficient to detect outliers but fully automated systems may not be realistic in this context. Therefore, a certain level of human judgement is still needed.|10.1109/ELECOM49001.2020.9297009|||||2020|A Qualitative Assessment of Machine Learning Support for Detecting Data Completeness and Accuracy Issues to Improve Data Analytics in Big Data for the Healthcare Industry|Juddoo, Suraj and George, Carlisle|inproceedings|9297009||Nov|||||||||||||||||||||||||||558983246|42
||Software as a service;Checkpointing;Fault tolerance;Fault tolerant systems;Ontologies;Computer architecture||1131-1140|2015 IEEE 8th International Conference on Cloud Computing|Software-as-a-Service (SaaS) is a model of cloud computing in which software functions are delivered to the users as services. The past few years have witnessed its global flourishing. In the foreseeable future, SaaS applications will integrate with the Internet of Things, Mobile Computing, Big Data, Wireless Sensor Networks, and many other computing and communication technologies to deliver customizable intelligent services to a vast population. This will give rise to an era of what we call Big SaaS systems of unprecedented complexity and scale. They will have huge numbers of tenants/users interrelated in complex ways. The code will be complex too and require Big Data but provide great value to the customer. With these benefits come great societal risks, however, and there are other drawbacks and challenges. For example, it is difficult to ensure the quality of data and metadata obtained from crowd sourcing and to maintain the integrity of conceptual model. Big SaaS applications will also need to evolve continuously. This paper will discuss how to address these challenges at all stages of the software lifecycle.|10.1109/CLOUD.2015.167|||||2015|Big SaaS: The Next Step beyond Big Data|Zhu, Hong and Bayley, Ian and Younas, M. and Lightfoot, David and Yousef, Basel and Liu, Dongmei|inproceedings|7214177||June||21596190|||||||||||||||||||||||||559269801|919506426
||knowledge graph, Cyber threat intelligence, ontology, security|22|||For a strong, collective defense in the digital domain, we need to produce, consume, analyze, and share cyber threat intelligence. With an increasing amount of available information, we need automation to ensure adequate efficiency. We present the results from a questionnaire investigating the use of standards and standardization and how practitioners share and use cyber threat intelligence (CTI). We propose a strict data model for CTI that enables consumption of all relevant data, data validation, and analysis of consumed content. The main contribution of this article is insight into how CTI is shared and used by practitioners, and the strictness of the data model that enforces input of information and enables automation and deduction of new knowledge.|10.1145/3458027|https://doi.org/10.1145/3458027|New York, NY, USA|Association for Computing Machinery||2021|Investigating Sharing of Cyber Threat Intelligence and Proposing A New Data Model for Enabling Automation in Knowledge Representation and Exchange|Bromander, Siri and Swimmer, Morton and Muller, Lilly Pijnenburg and J\o{}sang, Audun and Eian, Martin and Skj\o{}tskift, Geir and Borg, Fredrik|article|10.1145/3458027|6|oct|Digital Threats|26921626|1|3|March 2022||||||||||||||||||||||561013842|1395644191
ISAIMS 2021|Beijing, China|deep learning, machine learning, type 1 diabetes, reinforcement learning, artificial intelligence, deep neural networks|10|351–360|Proceedings of the 2nd International Symposium on Artificial Intelligence for Medicine Sciences|Diabetes is a metabolic disease with the characteristic of hyperglycemia. The pathogenic principle is derived from the defect of insulin secretion or the impairment of biological effects, or both. We use machine learning models and deep learning models for forecasting future blood glucose levels in this paper, and study the efficiency of detecting hypoglycemia and hyperglycemia events. The data set used is in-silico data generated from the UVA/PADOVA type 1 diabetes simulator. We aim to compare support vector machines, random forests, linear regression, K-Nearest Neighbors regression (KNN), XGBoosted trees and other deep learning models in terms of Root Mean Squared Error (RMSE), and other several evaluation metrics to study their effectiveness in predicting future blood sugar, and the accuracy rate of predicting hypoglycemia and hyperglycemia events. In this work, we found a bidirectional long-short term memory (LSTM) model with the best prediction effect, which can predict the blood glucose level of simulated patients with leading accuracy within 30 minutes (RMSE = 7.55±0.19 [mg/dl], R2-SCORE=0.96). The hopeful results show that this method could have practical application value for self-management of blood glucose in patients with type 1 diabetes.|10.1145/3500931.3500993|https://doi.org/10.1145/3500931.3500993|New York, NY, USA|Association for Computing Machinery|9781450395588|2021|A Comparison of Machine Learning Algorithms in Blood Glucose Prediction for People with Type 1 Diabetes|Wang, Yiyang|inproceedings|10.1145/3500931.3500993|||||||||||||||||||||||||||||561035255|42
||||280-284|||https://doi.org/10.1016/j.mnl.2016.01.001|https://www.sciencedirect.com/science/article/pii/S1541461215300094||||2016|The Role of the Chief Nurse Executive in the Big Data Revolution|Jane Englebright and Barbara Caspers|article|ENGLEBRIGHT2016280|||Nurse Leader|15414612|4|14|||||28813|0,264|Q3|13|151|293|1667|106|248|0,39|11,04|United States|Northern America|2003-2020|Leadership and Management (Q3)||||564524344|390588809
SOCC '13|Santa Clara, California||2||Proceedings of the 4th Annual Symposium on Cloud Computing|To date, much research in data-intensive computing has focused on batch computation. Increasingly, however, it is necessary to derive knowledge from big data streams. As a motivating example, consider a content delivery network (CDN) such as Akamai [4], comprising thousands of servers in hundreds of globally distributed locations. Each of these servers produces a stream of log data, recording for example every user it serves, along with each video stream they access, when they play and pause streams, and more. Each server also records network- and system-level data such as TCP connection statistics. In aggregate, the servers produce billions of lines of log data from over a thousand locations daily.|10.1145/2523616.2525963|https://doi.org/10.1145/2523616.2525963|New York, NY, USA|Association for Computing Machinery|9781450324281|2013|Wide-Area Streaming Analytics: Distributing the Data Cube|Heintz, Benjamin and Chandra, Abhishek and Sitaraman, Ramesh K.|inproceedings|10.1145/2523616.2525963|55||||||||||||||||||||||||||||564744278|42
||Clouds;Remote sensing;Satellites;Earth;Image color analysis;Independent component analysis;Algorithm design and analysis;Independent component analysis (ICA);Landsat 8;Operational land imager (OLI) data;Quality assessment (QA) band;Thin clouds and their removal||921-924|2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)|Using independent component analysis (ICA) coupled with the quality assessment (QA) band of Landsat 8, an approach for thin cloud removal in Landsat 8 operational land imager (OLI) data was developed. After the ICA transformation of the visible, near infrared, short-wavelength and cirrus bands of OLI data, cloud component was identified by the mixing matrix. Then, a cloud mask derived from the analysis of the QA band was formed such that an image pixel with and without cloud cover was delineated. The cloud component and cloud mask were used to remove the thin clouds. Thin clouds disappeared visually within the OLI data. Using another cloud-free image acquired in the previous overflight as the reference, we assessed the accuracy level of the cloud removal. Before and after the cloud removal, the spatial correlation coefficients increased from 0.69 to 0.83 in band 1, 0.75 to 0.86 in band 2, 0.81 to 0.88 in band 3, 0.87 to 0.91 in band 4, and no change in bands 5, 6, and 7 for pixels identified with cloud cover.|10.1109/IGARSS.2015.7325916|||||2015|Thin cloud removal for Landsat 8 OLI data using independent component analysis|Shen, Yang and Wang, Yong and Lv, Haitao|inproceedings|7325916||July||21537003|||||||||||||||||||||||||568255285|1296020740
WIMS '14|Thessaloniki, Greece|LP-Based Hiding Approaches, Knowledge Hiding, Frequent Itemset Hiding, Privacy Preserving Data Mining|11||Proceedings of the 4th International Conference on Web Intelligence, Mining and Semantics (WIMS14)|The widespread use of the Internet caused the rapid growth of data on the Web. But as data on the Web grew larger in numbers, so did the perils due to the applications of data mining. Privacy preserving data mining (PPDM) is the field that investigates techniques to preserve the privacy of data and patterns. Knowledge Hiding, a subfield of PPDM, aims at preserving the sensitive patterns included in the data, which are going to be published. A wide variety of techniques fall under the umbrella of Knowledge Hiding, such as frequent pattern hiding, sequence hiding, classification rule hiding and so on.In this tutorial we create a taxonomy for the frequent itemset hiding techniques. We also provide as examples for each category representative works that appeared recently and fall into each one of these categories. Then, we focus on the detailed overview of a specific category, the so called linear programming-based techniques. Finally, we make a quantitative and qualitative comparison among some of the existing techniques that are classified into this category.|10.1145/2611040.2611044|https://doi.org/10.1145/2611040.2611044|New York, NY, USA|Association for Computing Machinery|9781450325387|2014|Knowledge Sanitization on the Web|Kagklis, Vasileios and Verykios, Vassilios S. and Tzimas, Giannis and Tsakalidis, Athanasios K.|inproceedings|10.1145/2611040.2611044|4||||||||||||||||||||||||||||569742930|42
||Big Data, Data Warehouse, Cluster, Education, IDEB||1031-1039||This study aims to understand the assessment of basic education in the perspective of the State Reviewer as a mechanism that generates information regarding the positivity and weaknesses of a school or an educational system to provide improvements. For this reason, a Data Warehouse was created and later some analysis of the indicators were performed through clustering.|https://doi.org/10.1016/j.procs.2015.07.061|https://www.sciencedirect.com/science/article/pii/S1877050915015367||||2015|Primary Education Evaluation in Brazil Using Big Data and Cluster Analysis|Thiago Graca Ramos and Jean Cristian Ferreira Machado and Bruna Principe Vieira Cordeiro|article|RAMOS20151031|||Procedia Computer Science|18770509||55||3rd International Conference on Information Technology and Quantitative Management, ITQM 2015|||19700182801|0,334|-|76|1907|6483|38511|13722|6359|2,09|20,19|Netherlands|Western Europe|2010-2020|Computer Science (miscellaneous)||||571826151|2108686752
|||3|70–72|||10.1145/2590989.2591002|https://doi.org/10.1145/2590989.2591002|New York, NY, USA|Association for Computing Machinery||2014|Report on the Second International Workshop on Energy Data Management (EnDM 2013)|Pedersen, Torben Bach and Lehner, Wolfgang|article|10.1145/2590989.2591002||feb|SIGMOD Rec.|01635808|4|42|December 2013||||13622|0,372|Q2|142|39|81|808|127|57|1,67|20,72|United States|Northern America|1969, 1973-1978, 1981-2020|Information Systems (Q2); Software (Q2)|1,819|0.775|7.5E-4|576084512|962972343
